#timestamp tx ty tz qx qy qz qw
1578862410.549332099 -2.514112580 0.740251343 0.338417231 0.833700475 0.275554173 -0.226789011 -0.421402611
1578862411.239985549 -2.532588260 0.794942051 0.352844443 0.836420279 0.200479179 -0.243414149 -0.448284249
1578862411.372516850 -2.531671626 0.800820846 0.355142802 0.835620522 0.187773407 -0.245983254 -0.453841084
1578862411.734643250 -2.542965376 0.835800672 0.360316251 0.831375892 0.153918750 -0.254797390 -0.469256257
1578862412.393563849 -2.552800292 0.886326859 0.371932474 0.817811811 0.098414277 -0.279553958 -0.493303209
1578862412.789289649 -2.544071540 0.887863025 0.373858465 -0.805614503 -0.072717432 0.295929885 0.508058019
1578862412.953553199 -2.544166224 0.893173792 0.374337642 -0.799464457 -0.063511675 0.302616241 0.515020641
1578862413.282080100 -2.545539925 0.906205918 0.383613483 -0.787929305 -0.049201915 0.314277384 0.527234586
1578862413.677811999 -2.558793053 0.929416905 0.396205310 -0.772450030 -0.038681133 0.324333580 0.544639744
1578862413.745004799 -2.563862854 0.940090258 0.400167734 -0.770098975 -0.037484411 0.325907648 0.547107570
1578862414.172463050 -2.587507797 0.977771808 0.415359546 -0.751444181 -0.033471289 0.331953702 0.569225838
1578862414.469257449 -2.595645744 0.988126677 0.423730281 -0.738662715 -0.034369056 0.335051930 0.583897565
1578862414.633527449 -2.599465907 0.988435634 0.424467816 -0.730950950 -0.036990740 0.335401408 0.593168012
1578862414.995647499 -2.599850357 1.002434286 0.429417828 -0.713471283 -0.044491466 0.338282022 0.612000418
1578862415.159911049 -2.600862900 1.011861166 0.428890260 -0.706050847 -0.049568563 0.338605026 0.619985319
1578862415.456705300 -2.595796311 0.997358341 0.417963403 -0.691375640 -0.061836295 0.336038141 0.636595920
1578862415.654568300 -2.598745309 1.002481567 0.413776338 -0.681592587 -0.070576248 0.333311102 0.647575670
1578862415.753499699 -2.599397874 1.004272811 0.410671828 -0.676373335 -0.075147016 0.331773169 0.653298249
1578862415.787098849 -2.599199411 1.004855958 0.409630544 -0.674592602 -0.076469169 0.330920450 0.655415092
1578862415.852431250 -2.598894920 1.006027298 0.407553021 -0.671132798 -0.079443833 0.329694337 0.659220061
1578862415.951362349 -2.584142994 1.010129688 0.409169053 -0.666444361 -0.085805266 0.331913124 0.662059701
1578862416.016694599 -2.583148004 1.011473838 0.407000241 -0.663071737 -0.089784533 0.330933530 0.665400337
